app_id,name,release_date,game_genre,tags,summary,platform,categories,price,num_positive_review,num_negative_review,review_score_description,total_reviews,positive_ratio,metacritic_score,recommendations,is_free
386880,Rake,13/07/15,Action | Adventure | Indie | Simulation,Action | Adventure | Atmospheric | Co-op | FPS | First-Person | Funny | Gore | Horror | Hunting | Indie | Multiplayer | Online Co-Op | Open World | Shooter | Simulation | Singleplayer | Supernatural | Survival | Survival Horror,"Do ghosts exist? What about Bigfoot, Chupacabras,Rake or Skinwalkers? And how will we ever know? You play as Gordon Davis, a scientist,a traveller and an explorer of unknown creatures and unusual events.",windows,Family Sharing | Multi-player | Single-player | Steam Trading Cards,3.99,3058,1270,Mostly Positive,4328,0.706561922,,3734,FALSE
604450,Another Adventure,10/03/17,Adventure | Indie,Adventure | Drama | Indie | Puzzle | Visual Novel,Just another stupid adventure game,windows | mac,Family Sharing | Single-player | Steam Achievements | Steam Cloud,1.59,3954,372,Very Positive,4326,0.914008322,,4132,FALSE
234330,MARVEL Puzzle Quest,05/12/13,Casual | Free To Play | RPG | Strategy,2D | Asynchronous Multiplayer | Casual | Collectathon | Comic Book | Free to Play | Match 3 | Multiplayer | Party-Based RPG | Puzzle | PvE | PvP | RPG | Singleplayer | Strategy | Strategy RPG | Superhero | Touch-Friendly | Turn-Based | Turn-Based Combat,"The best in Match 3 puzzle gameplay meets Marvel's biggest Super Heroes and Super Villains with deep RPG leveling, player-vs-player tournaments, Alliances, and much more! It's time to unleash your inner Super Hero and wage war against your enemies!",windows,Cross-Platform Multiplayer | Multi-player | Online PvP | PvP | Single-player,0,3023,1291,Mostly Positive,4314,0.700741771,,,TRUE
251130,Chroma Squad,30/04/15,Indie | RPG | Strategy,2D | Comedy | Funny | Great Soundtrack | Indie | Isometric | Management | Mechs | Memes | Pixel Graphics | RPG | Simulation | Singleplayer | Story Rich | Strategy | Superhero | Tactical RPG | Turn-Based | Turn-Based Combat | Turn-Based Tactics,"Tactical RPG about 5 stunt actors who decide to quit their jobs and start their own Power Rangers-inspired TV show! Cast actors, upgrade your studio, craft Mechas of cardboard and duct tape. Once the cameras are rolling, control your cast of 5 colored-jumpsuit-clad warriors in turn-based battles.",windows | mac | linux,Captions available | Family Sharing | Partial Controller Support | Single-player | Steam Achievements | Steam Cloud | Steam Leaderboards | Steam Trading Cards | Steam Workshop,11.39,4023,290,Very Positive,4313,0.932761419,75,2708,FALSE
8800,Civilization IV: Beyond the Sword,24/07/07,Strategy,4X | Classic | Education | Grand Strategy | Historical | Local Multiplayer | Management | Moddable | Multiplayer | Replay Value | Simulation | Singleplayer | Strategy | Turn-Based | Turn-Based Strategy,Sid Meier's Civilization IV®: Beyond the Sword is the second expansion pack for Civilization IV - the 2005 PC Game of the Year that has become a worldwide hit.,windows | mac,Family Sharing | Single-player,5.99,4152,157,Overwhelmingly Positive,4309,0.963564632,86,3270,FALSE
711810,Never Split the Party,14/09/18,Action | Adventure | Free To Play | Indie | RPG | Simulation,2D | Action | Action Roguelike | Adventure | Co-op | Dark | Difficult | Dungeon Crawler | Exploration | Free to Play | Indie | Multiplayer | Online Co-Op | Pixel Graphics | Procedural Generation | RPG | Replay Value | Roguelike | Roguelite | Survival,"Never Split the Party is an ultra social rogue-like! You're one of four adventurers joining together to explore a procedurally generated dungeon, amass powerful upgrades, and cooperate with your fellow adventures to conquer and crush the evil dungeon champions!",windows | mac | linux,Captions available | Co-op | Cross-Platform Multiplayer | Includes level editor | Multi-player | Online Co-op | Online PvP | Partial Controller Support | PvP | Steam Achievements | Steam Cloud,0,3298,1011,Mostly Positive,4309,0.765374797,,,TRUE
738540,Tales of Vesperia: Definitive Edition,10/01/19,RPG,Action | Action RPG | Adventure | Anime | Classic | Co-op | Fantasy | Great Soundtrack | JRPG | Local Co-Op | Multiplayer | Open World | Party-Based RPG | RPG | Singleplayer | Story Rich,Celebrate the 10th anniversary of Tales of Vesperia and the return of this fan-favorite with the Definitive Edition!,windows,Co-op | Family Sharing | Multi-player | Partial Controller Support | PvP | Remote Play Together | Remote Play on Phone | Remote Play on TV | Remote Play on Tablet | Shared/Split Screen Co-op | Shared/Split Screen PvP | Single-player | Steam Achievements | Steam Cloud | Steam Leaderboards,34.99,3479,813,Very Positive,4292,0.810577819,80,3318,FALSE
304410,Hexcells Infinite,01/09/14,Casual | Indie | Strategy,2D | Casual | Difficult | Great Soundtrack | Hex Grid | Indie | Logic | Minimalist | Mouse only | Puzzle | Relaxing | Replay Value | Singleplayer | Strategy | Touch-Friendly,"Hexcells Infinite is an ambient logic puzzle game for PC, Mac and Linux.",windows | mac | linux,Family Sharing | Single-player | Steam Achievements | Steam Cloud,3.99,4162,126,Overwhelmingly Positive,4288,0.970615672,,3745,FALSE
21980,Call of Juarez®: Bound in Blood,02/07/09,Action,Action | Adventure | Atmospheric | Bullet Time | Classic | Co-op | Controller | FPS | First-Person | Gore | Great Soundtrack | Historical | Multiplayer | Open World | Shooter | Singleplayer | Story Rich | Violent | Western,"THE OLD WEST, 1864. In order to save their family, the McCall brothers will kill anyone who stands between them and the legendary Gold of Juarez.",windows,Family Sharing | Single-player | Steam Cloud,8.59,3713,571,Very Positive,4284,0.866713352,78,3716,FALSE
317470,Cubic Castles,13/08/14,Action | Adventure | Casual | Free To Play | Indie | Massively Multiplayer,2D | 3D Platformer | Action | Adventure | Building | Casual | Co-op | Crafting | Cute | Free to Play | Indie | MMORPG | Massively Multiplayer | Multiplayer | Open World | Open World Survival Craft | RPG | Sandbox | Singleplayer | Survival,"Your blocks, your castle, your world! Build anything you can dream up and explore with other players! Cubic Castles is a mini-MMO that combines the best of block-building and 3D platform action! Create fantastic parkour challenges, explore worlds made by other players, or even make friend!",windows,MMO | Multi-player,0,3164,1111,Mostly Positive,4275,0.740116959,,,TRUE
